	SRR17060816_R1_filtered.fastq.gz	SRR17060817_R1_filtered.fastq.gz	SRR17060818_R1_filtered.fastq.gz	SRR17060819_R1_filtered.fastq.gz	SRR17060820_R1_filtered.fastq.gz	SRR17060821_R1_filtered.fastq.gz	SRR17060822_R1_filtered.fastq.gz	SRR17060823_R1_filtered.fastq.gz	SRR17060824_R1_filtered.fastq.gz	SRR17060825_R1_filtered.fastq.gz	SRR17060826_R1_filtered.fastq.gz	SRR17060827_R1_filtered.fastq.gz	SRR17060828_R1_filtered.fastq.gz	SRR17060829_R1_filtered.fastq.gz	SRR17060830_R1_filtered.fastq.gz	SRR17060831_R1_filtered.fastq.gz	SRR17060832_R1_filtered.fastq.gz	SRR17060833_R1_filtered.fastq.gz	SRR17060834_R1_filtered.fastq.gz	SRR17060835_R1_filtered.fastq.gz	SRR17060836_R1_filtered.fastq.gz	SRR17060837_R1_filtered.fastq.gz	SRR17060838_R1_filtered.fastq.gz	SRR17060839_R1_filtered.fastq.gz	SRR17060840_R1_filtered.fastq.gz	SRR17060841_R1_filtered.fastq.gz	SRR17060842_R1_filtered.fastq.gz	SRR17060843_R1_filtered.fastq.gz	SRR17060844_R1_filtered.fastq.gz	SRR17060845_R1_filtered.fastq.gz	SRR17060846_R1_filtered.fastq.gz	SRR17060847_R1_filtered.fastq.gz
ASV_625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
ASV_627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
ASV_628	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_629	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_630	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_631	0	0	0	45	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_632	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_633	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	51	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV_636	0	0	0	0	0	62	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV_638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
ASV_639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
ASV_641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
ASV_642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	22	0	0	24	0	0	0	0	0	0	0	0	0	0
ASV_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	51	0	0	0	0	0	0	0	0	0	0
ASV_645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
ASV_646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
ASV_647	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	51	0	0	0	0	0	0	0	0	0	0
ASV_650	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
ASV_651	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
ASV_652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	8	0	0	18	0	23	0	0	0	0	0	0	0	0	0
ASV_653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV_654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
ASV_656	44	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
ASV_657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	44	0	0	0	0	0	0	0	0	0	0
ASV_660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV_661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
ASV_662	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_663	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	56	0	0	0	0	0	0	0	0	0	0
ASV_666	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_667	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_668	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	57	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	50	0	0	0	0	0	0	0	0	0
ASV_670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	49	0	0	0	0	0	0	0	0	0	0
ASV_672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	59	0	0	0	0	0	0	0	0	0	0
ASV_673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	77	0
ASV_675	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_676	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	50	0	0	0	0	0	0	0	0	0	0
ASV_678	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_679	0	0	0	0	35	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	27	0
ASV_680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	50	0	0	0	0	0	0	0	0	0	0
ASV_682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
ASV_683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
ASV_685	27	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
ASV_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
ASV_687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
ASV_688	0	0	0	0	27	0	0	0	16	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	20	0
ASV_689	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV_690	24	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_691	0	0	66	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_692	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	42	0	0	0	0	0	0	0	0	0	0
ASV_696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	53	0	0	0	0	0	0	0	0	0	0
ASV_697	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	54	0	0	0	0	0	0	0	0	0	0
ASV_700	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	45	0	0	0	0	0	0	0	0	0	0
ASV_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
ASV_706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
ASV_707	17	54	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_709	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_710	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	39	0	0	0	0	0	0	0	0	0	0
ASV_714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	47	0	0	0	0	0	0	0	0	0	0
ASV_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
ASV_716	52	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_717	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	43	0	0	0	0	0	0	0	0	0	0
ASV_719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	52	0	0	0	0	0	0	0	0	0	0
ASV_720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
ASV_721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
ASV_722	59	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_723	57	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_724	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	53	0	0	1	0	0	0	0	0	0	0	0	0
ASV_725	13	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV_726	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_727	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_728	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_729	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV_731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	39	0	0	0	0	0	0	0	0	0	0
ASV_732	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
ASV_733	29	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_734	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	8	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV_735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV_739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	39	0	0	0	0	0	0	0	0	0	0
ASV_741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0
ASV_742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0
ASV_743	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
ASV_744	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	40	0	0	0	0	0	0	0	0	0	0
ASV_749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
ASV_750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
ASV_751	34	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_752	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_753	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV_755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	41	0	0	0	0	0	0	0	0	0	0
ASV_756	32	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV_757	3	8	0	0	26	6	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_758	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_759	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV_760	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	54	0	0	0	0	0	0	0	0	0	0
ASV_764	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_765	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_766	0	0	0	0	0	17	0	0	0	0	0	0	0	0	26	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
ASV_767	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV_769	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
ASV_773	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV_774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	18	0	0	0	0	0	0	0	0	0	0
ASV_777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV_778	34	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_779	0	18	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV_780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV_781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	46	0	0	0	0	0	0	0	0	0	0
ASV_782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
ASV_783	36	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_784	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV_786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV_787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	45	0	0	0	0	0	0	0	0	0	0
ASV_788	52	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_789	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV_793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	28	0	0	0	0	0	0	0	0	0	0
ASV_794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	39	0	0	0	0	0	0	0	0	0	0
ASV_795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_796	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV_801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV_802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	42	0	0	0	0	0	0	0	0	0	0
ASV_804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
ASV_807	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_808	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	33
ASV_809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	25	0	0	0	0	0	0	0	0	0	0
ASV_812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV_813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	40	0	0	0	0	0	0	0	0	0	0
